source,fetched_at,year,team,position,name,gp,toi,goals,assists,plus_minus,powerplay_points,shots_on_goal,hits,blocks,wins,saves,save_percentage,goals_against_average,shutouts
Yahoo,2021-01-08 17:40:08.774272,2018,TB,D,Mikhail Sergachev,75.0,17.55,6.0,26.0,12.0,6.0,128.0,97.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Cls,"LW,RW",Nick Foligno,73.0,17.42,17.0,18.0,12.0,4.0,141.0,175.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Fla,D,Aaron Ekblad,82.0,23.38,13.0,24.0,1.0,10.0,180.0,114.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,StL,RW,Vladimir Tarasenko,76.0,18.23,33.0,35.0,8.0,22.0,275.0,88.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Tor,"C,LW",Zach Hyman,71.0,17.16,21.0,20.0,16.0,0.0,144.0,102.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Fla,D,Keith Yandle,82.0,22.26,9.0,53.0,-17.0,39.0,199.0,47.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,LA,D,Drew Doughty,82.0,26.35,8.0,37.0,-34.0,24.0,154.0,168.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Ari,LW,Lawson Crouse,81.0,12.56,11.0,14.0,5.0,0.0,131.0,288.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,StL,D,Colton Parayko,80.0,22.47,10.0,18.0,20.0,8.0,176.0,127.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Buf,C,Eric Staal,81.0,18.07,22.0,30.0,-7.0,15.0,215.0,41.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Phi,C,Kevin Hayes,71.0,18.16,19.0,35.0,-2.0,11.0,156.0,58.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Phi,RW,Jakub Voracek,78.0,18.4,20.0,46.0,-16.0,18.0,210.0,17.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Mon,"C,RW",Nick Suzuki,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Min,LW,Zach Parise,74.0,18.4,28.0,33.0,-2.0,16.0,229.0,49.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Det,"LW,RW",Tyler Bertuzzi,73.0,16.3,21.0,26.0,11.0,6.0,131.0,76.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Pit,"LW,RW",Jason Zucker,81.0,17.04,21.0,21.0,-9.0,14.0,214.0,87.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Ari,RW,Phil Kessel,82.0,17.58,27.0,55.0,-19.0,36.0,215.0,12.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Col,"LW,RW",Andre Burakovsky,76.0,11.07,12.0,13.0,2.0,1.0,100.0,35.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Bos,RW,Craig Smith,76.0,15.07,21.0,17.0,11.0,8.0,205.0,77.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Min,D,Ryan Suter,82.0,26.41,7.0,40.0,-8.0,15.0,136.0,78.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Dal,"LW,RW",Denis Gurianov,21.0,10.52,1.0,3.0,-3.0,1.0,23.0,23.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Nsh,C,Ryan Johansen,80.0,19.33,14.0,50.0,7.0,16.0,136.0,95.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Ari,"LW,RW",Clayton Keller,82.0,18.14,14.0,33.0,-21.0,19.0,200.0,16.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Van,LW,Tanner Pearson,80.0,14.03,18.0,9.0,-15.0,5.0,147.0,128.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Min,D,Matt Dumba,32.0,23.22,12.0,10.0,-5.0,12.0,93.0,60.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NJ,"LW,RW",Nikita Gusev,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NYR,RW,Pavel Buchnevich,64.0,15.1,21.0,17.0,-10.0,12.0,119.0,60.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Col,D,Ryan Graves,26.0,11.06,3.0,2.0,4.0,0.0,26.0,32.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,VGK,RW,Ryan Reaves,80.0,10.52,9.0,11.0,1.0,3.0,95.0,305.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Cgy,"C,RW",Mikael Backlund,77.0,17.53,21.0,26.0,34.0,2.0,205.0,52.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Wpg,C,Paul Stastny,50.0,18.06,13.0,29.0,14.0,4.0,103.0,35.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Car,C,Vincent Trocheck,55.0,19.39,10.0,24.0,-9.0,13.0,158.0,112.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Dal,"C,LW",Roope Hintz,58.0,14.03,9.0,13.0,-11.0,6.0,99.0,87.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Car,C,Jordan Staal,50.0,18.17,11.0,17.0,6.0,2.0,121.0,122.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Bos,C,David Krejci,81.0,17.4,20.0,53.0,7.0,16.0,139.0,28.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NYI,"LW,RW",Josh Bailey,82.0,16.49,16.0,40.0,8.0,14.0,126.0,19.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,TB,"LW,RW",Alex Killorn,82.0,14.52,18.0,22.0,22.0,5.0,153.0,88.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NYR,RW,Kaapo Kakko,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NYI,C,Jean-Gabriel Pageau,39.0,17.5,4.0,8.0,-12.0,0.0,83.0,63.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Dal,"C,RW",Tyler Seguin,82.0,20.44,33.0,47.0,17.0,27.0,334.0,74.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Van,D,Nate Schmidt,61.0,21.57,9.0,21.0,22.0,8.0,112.0,37.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,VGK,"LW,RW",William Carrier,54.0,9.56,8.0,1.0,-4.0,0.0,85.0,277.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Cls,"C,LW",Boone Jenner,77.0,17.03,16.0,22.0,6.0,3.0,170.0,158.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Tor,D,Jake Muzzin,80.0,21.2,9.0,28.0,21.0,5.0,141.0,172.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Dal,RW,Joel Kiviranta,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,TB,D,Erik Cernak,58.0,19.15,5.0,11.0,25.0,1.0,107.0,198.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Chi,"C,RW",Dylan Strome,78.0,16.09,20.0,37.0,-8.0,16.0,145.0,13.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Tor,LW,Nicholas Robertson,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Mon,RW,Joel Armia,57.0,15.47,13.0,10.0,0.0,6.0,134.0,113.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Anh,D,Kevin Shattenkirk,73.0,18.56,2.0,26.0,-15.0,7.0,148.0,73.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Dal,"C,RW",Joe Pavelski,75.0,19.02,38.0,26.0,-4.0,21.0,188.0,69.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,VGK,"LW,RW",Alex Tuch,74.0,16.43,20.0,32.0,13.0,6.0,180.0,92.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Mon,"C,LW",Jonathan Drouin,81.0,16.55,18.0,35.0,-8.0,16.0,190.0,55.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NYI,LW,Anthony Beauvillier,81.0,14.38,18.0,10.0,1.0,2.0,156.0,87.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Min,"LW,RW",Marcus Foligno,82.0,11.58,7.0,12.0,-1.0,1.0,91.0,206.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Pit,"LW,RW",Kasperi Kapanen,78.0,16.36,20.0,24.0,12.0,3.0,174.0,92.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Phi,LW,James van Riemsdyk,66.0,16.36,27.0,21.0,-10.0,13.0,167.0,34.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Col,"LW,RW",Brandon Saad,80.0,17.41,23.0,24.0,-9.0,6.0,195.0,52.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Car,D,Jaccob Slavin,82.0,23.02,8.0,23.0,0.0,7.0,146.0,70.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Cgy,LW,Milan Lucic,79.0,13.14,6.0,14.0,-9.0,4.0,74.0,259.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Bos,"C,RW",Charlie Coyle,81.0,16.46,12.0,22.0,-1.0,4.0,155.0,77.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Ott,LW,Tim Stuetzle,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Fla,"LW,RW",Frank Vatrano,81.0,14.39,24.0,15.0,-10.0,8.0,208.0,139.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Chi,C,Kirby Dach,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Det,D,Filip Hronek,46.0,19.57,5.0,18.0,-10.0,5.0,73.0,66.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Nsh,"LW,RW",Mikael Granlund,79.0,18.2,16.0,38.0,-8.0,20.0,189.0,46.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Cgy,"LW,RW",Andrew Mangiapane,44.0,10.32,8.0,5.0,11.0,0.0,65.0,43.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Min,"C,RW",Nick Bjugstad,64.0,15.07,14.0,12.0,6.0,6.0,154.0,126.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,TB,"C,RW",Tyler Johnson,80.0,15.56,29.0,18.0,15.0,8.0,163.0,50.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Ari,"C,RW",Nick Schmaltz,40.0,17.49,7.0,18.0,-12.0,8.0,62.0,5.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NYI,RW,Jordan Eberle,78.0,16.31,19.0,18.0,-6.0,12.0,160.0,36.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Anh,C,Ryan Getzlaf,67.0,19.27,14.0,34.0,-19.0,11.0,133.0,150.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Min,D,Jared Spurgeon,82.0,24.08,14.0,29.0,-1.0,11.0,152.0,91.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Col,D,Samuel Girard,82.0,19.53,4.0,23.0,8.0,9.0,116.0,65.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Anh,"C,LW",Adam Henrique,82.0,16.27,18.0,24.0,-5.0,13.0,122.0,78.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,TB,"LW,RW",Yanni Gourde,80.0,15.5,22.0,26.0,9.0,9.0,130.0,83.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Chi,"C,LW",Carl Soderberg,82.0,17.26,23.0,26.0,-5.0,10.0,188.0,99.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Mon,"LW,RW",Artturi Lehkonen,82.0,15.33,11.0,20.0,10.0,0.0,176.0,120.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Pit,"C,LW",Jared McCann,78.0,14.31,19.0,16.0,-1.0,3.0,150.0,77.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Nsh,D,Mattias Ekholm,80.0,23.21,8.0,36.0,27.0,7.0,146.0,68.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,LA,C,Quinton Byfield,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Bos,"LW,RW",Jake DeBrusk,68.0,16.09,27.0,15.0,2.0,11.0,156.0,45.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Ari,"LW,RW",Conor Garland,47.0,12.47,13.0,5.0,1.0,6.0,118.0,33.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,VGK,"C,RW",Cody Glass,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,SJ,"LW,RW",Kevin Labanc,82.0,14.01,17.0,39.0,-1.0,20.0,130.0,66.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Edm,RW,Jesse Puljujarvi,46.0,11.57,4.0,5.0,-14.0,1.0,53.0,46.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Fla,"LW,RW",Anthony Duclair,74.0,12.42,19.0,14.0,-2.0,8.0,132.0,32.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NJ,"LW,RW",Andreas Johnsson,73.0,13.4,20.0,23.0,14.0,6.0,130.0,60.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Van,D,Alexander Edler,56.0,24.34,10.0,24.0,3.0,17.0,128.0,127.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Col,D,Devon Toews,48.0,17.53,5.0,13.0,7.0,4.0,81.0,24.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Car,"LW,RW",Nino Niederreiter,82.0,16.13,23.0,30.0,-4.0,15.0,184.0,94.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Chi,D,Duncan Keith,82.0,23.01,6.0,34.0,13.0,3.0,141.0,42.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,VGK,D,Alec Martinez,60.0,21.21,4.0,14.0,-2.0,2.0,78.0,78.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Mon,D,Ben Chiarot,78.0,18.36,5.0,15.0,6.0,0.0,111.0,171.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Car,"C,RW",Martin Necas,7.0,10.01,1.0,1.0,0.0,0.0,6.0,3.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Min,RW,Mats Zuccarello,48.0,19.51,12.0,28.0,-8.0,15.0,104.0,57.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,LA,C,Alex Turcotte,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Chi,"C,RW",Andrew Shaw,63.0,15.54,19.0,28.0,17.0,6.0,135.0,128.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Dal,D,Esa Lindell,82.0,24.19,11.0,21.0,14.0,7.0,132.0,143.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Tor,LW,Ilya Mikheyev,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Ari,D,Jakob Chychrun,53.0,20.15,5.0,15.0,-12.0,8.0,117.0,74.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Was,D,Justin Schultz,29.0,20.3,2.0,13.0,0.0,6.0,47.0,25.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Chi,"C,LW",Brandon Pirri,31.0,14.26,12.0,6.0,7.0,4.0,82.0,29.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Chi,D,Nikita Zadorov,70.0,17.12,7.0,7.0,19.0,0.0,100.0,228.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Ott,"C,LW",Alex Galchenyuk,72.0,15.43,19.0,22.0,-19.0,21.0,159.0,62.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Bos,"LW,RW",Chris Wagner,76.0,13.27,12.0,7.0,3.0,0.0,135.0,247.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,TB,"C,LW",Barclay Goodrow,82.0,11.0,7.0,9.0,4.0,0.0,84.0,125.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Ari,"C,RW",Derick Brassard,70.0,14.59,14.0,9.0,-19.0,5.0,110.0,102.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Det,"LW,RW",Vladislav Namestnikov,78.0,15.47,11.0,20.0,-7.0,3.0,119.0,140.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NJ,"LW,RW",Jesper Bratt,51.0,15.1,8.0,25.0,-8.0,8.0,91.0,36.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NJ,LW,Miles Wood,63.0,13.41,10.0,14.0,-10.0,3.0,159.0,97.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Edm,"LW,RW",James Neal,63.0,14.57,7.0,12.0,-5.0,6.0,141.0,46.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Ari,"C,LW",Barrett Hayton,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,LA,C,Gabriel Vilardi,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Was,D,Dmitry Orlov,82.0,21.38,3.0,26.0,3.0,1.0,101.0,137.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Anh,RW,Jakob Silfverberg,73.0,17.05,24.0,19.0,-9.0,11.0,163.0,38.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Bos,RW,Ondrej Kase,30.0,15.39,11.0,9.0,0.0,4.0,94.0,17.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,LA,LW,Alex Iafallo,82.0,16.49,15.0,18.0,-17.0,6.0,148.0,87.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Was,RW,Garnet Hathaway,76.0,10.31,11.0,8.0,14.0,0.0,77.0,200.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Was,C,Lars Eller,81.0,16.32,13.0,23.0,-1.0,3.0,163.0,69.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Car,"LW,RW",Ryan Dzingel,78.0,16.48,26.0,30.0,-9.0,11.0,159.0,54.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Ott,"LW,RW",Connor Brown,82.0,13.47,8.0,21.0,11.0,1.0,85.0,35.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,LA,"LW,RW",Andreas Athanasiou,76.0,16.58,30.0,24.0,-9.0,11.0,216.0,33.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Car,RW,Jesper Fast,66.0,15.43,8.0,12.0,-3.0,0.0,80.0,120.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Col,"LW,RW",Valeri Nichushkin,57.0,11.55,0.0,10.0,-4.0,0.0,65.0,71.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,TB,"C,RW",Cory Conacher,1.0,8.35,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NYI,"LW,RW",Dmytro Timashov,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Chi,D,Calvin de Haan,74.0,18.3,1.0,13.0,1.0,0.0,102.0,187.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Cls,"LW,RW",Gustav Nyquist,81.0,17.31,22.0,38.0,1.0,12.0,204.0,36.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,StL,D,Vince Dunn,78.0,17.31,12.0,23.0,14.0,8.0,150.0,48.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Van,RW,Jake Virtanen,70.0,14.49,15.0,10.0,-4.0,2.0,154.0,154.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Anh,C,Trevor Zegras,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,LA,D,Matt Roy,25.0,17.07,2.0,4.0,-1.0,0.0,34.0,38.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Car,D,Klas Dahlbeck,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Det,"LW,RW",Filip Zadina,9.0,15.23,1.0,2.0,-5.0,2.0,18.0,6.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Wpg,D,Josh Morrissey,59.0,22.24,6.0,25.0,9.0,10.0,95.0,55.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Fla,D,Radko Gudas,77.0,17.52,4.0,16.0,6.0,0.0,136.0,255.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Edm,RW,Zack Kassian,79.0,14.48,15.0,11.0,-6.0,0.0,111.0,191.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NYI,LW,Matt Martin,67.0,11.26,6.0,8.0,5.0,0.0,62.0,275.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Min,"C,LW",Marcus Johansson,58.0,15.55,13.0,17.0,-16.0,9.0,115.0,28.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NYI,"C,RW",Leo Komarov,82.0,13.53,6.0,20.0,18.0,0.0,78.0,203.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Phi,"C,LW",Scott Laughton,82.0,14.51,12.0,20.0,-11.0,0.0,130.0,146.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Bos,LW,Nick Ritchie,60.0,15.0,9.0,22.0,6.0,9.0,96.0,123.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Was,"LW,RW",Richard Panik,75.0,16.36,14.0,19.0,-3.0,2.0,140.0,137.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Bos,D,Brandon Carlo,72.0,20.55,2.0,8.0,22.0,0.0,116.0,134.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Nsh,"C,LW",Erik Haula,15.0,16.35,2.0,5.0,1.0,1.0,26.0,11.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Cls,"C,LW",Alexandre Texier,2.0,12.46,1.0,0.0,3.0,0.0,6.0,2.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Ott,C,Derek Stepan,72.0,19.13,15.0,20.0,-2.0,3.0,195.0,50.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Bos,D,Matt Grzelcyk,66.0,19.07,3.0,15.0,9.0,6.0,90.0,46.0,,,,,,
