source,fetched_at,year,team,position,name,gp,toi,goals,assists,plus_minus,powerplay_points,shots_on_goal,hits,blocks,wins,saves,save_percentage,goals_against_average,shutouts
Yahoo,2021-01-08 17:40:08.774272,2018,Nsh,D,Mark Borowiecki,53.0,15.34,1.0,4.0,-12.0,0.0,59.0,212.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Ari,D,Alex Goligoski,76.0,20.49,3.0,24.0,-7.0,7.0,102.0,79.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Van,D,Tyler Myers,80.0,20.2,9.0,22.0,11.0,7.0,156.0,97.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Ari,"C,LW",Christian Dvorak,20.0,14.23,2.0,5.0,-2.0,1.0,25.0,16.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Fla,RW,Owen Tippett,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NJ,D,P.K. Subban,63.0,22.39,9.0,22.0,5.0,10.0,168.0,56.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,LA,"C,LW",Adrian Kempe,81.0,14.3,12.0,16.0,-10.0,4.0,118.0,86.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Edm,C,Connor McDavid,64.0,21.51,34.0,63.0,-6.0,43.0,212.0,37.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Col,C,Nathan MacKinnon,69.0,21.13,35.0,58.0,13.0,31.0,318.0,51.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Edm,"C,LW",Leon Draisaitl,71.0,22.36,43.0,67.0,-7.0,44.0,218.0,27.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,NYR,LW,Artemi Panarin,69.0,20.36,32.0,63.0,36.0,24.0,209.0,25.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Was,LW,Alex Ovechkin,68.0,20.39,48.0,19.0,-12.0,18.0,311.0,184.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Buf,C,Jack Eichel,68.0,22.06,36.0,42.0,5.0,27.0,227.0,40.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Tor,C,Auston Matthews,70.0,20.58,47.0,33.0,19.0,25.0,290.0,40.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Car,C,Sebastian Aho,68.0,19.25,38.0,28.0,10.0,17.0,206.0,55.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Chi,RW,Patrick Kane,70.0,21.2,33.0,51.0,8.0,23.0,275.0,24.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Pit,C,Sidney Crosby,41.0,20.15,16.0,31.0,-8.0,17.0,109.0,28.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Car,"LW,RW",Andrei Svechnikov,68.0,16.44,24.0,37.0,9.0,20.0,183.0,116.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,NYR,C,Mika Zibanejad,57.0,21.37,41.0,34.0,9.0,27.0,208.0,51.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Col,RW,Mikko Rantanen,42.0,18.56,19.0,22.0,-2.0,14.0,107.0,28.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Van,C,Elias Pettersson,68.0,18.31,27.0,39.0,16.0,24.0,162.0,63.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Tor,RW,Mitchell Marner,59.0,21.33,16.0,51.0,6.0,24.0,154.0,24.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,TB,D,Victor Hedman,66.0,24.03,11.0,44.0,27.0,22.0,155.0,73.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Bos,LW,Brad Marchand,70.0,19.27,28.0,59.0,25.0,28.0,185.0,55.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Pit,"LW,RW",Jake Guentzel,39.0,20.37,20.0,23.0,11.0,10.0,127.0,46.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Wpg,"LW,RW",Patrik Laine,68.0,19.24,28.0,35.0,8.0,16.0,226.0,97.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,TB,C,Brayden Point,66.0,18.54,25.0,39.0,28.0,13.0,141.0,24.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,TB,"LW,RW",Steven Stamkos,57.0,18.25,29.0,37.0,14.0,19.0,176.0,69.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Was,D,John Carlson,69.0,24.36,15.0,60.0,12.0,26.0,189.0,55.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Pit,C,Evgeni Malkin,55.0,19.31,25.0,49.0,7.0,24.0,171.0,38.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Fla,LW,Jonathan Huberdeau,69.0,18.46,23.0,55.0,5.0,29.0,152.0,51.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Tor,C,John Tavares,63.0,19.32,26.0,34.0,-7.0,21.0,197.0,32.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Cgy,"LW,RW",Matthew Tkachuk,69.0,18.18,23.0,38.0,-5.0,19.0,188.0,122.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,VGK,LW,Max Pacioretty,71.0,17.54,32.0,34.0,18.0,19.0,307.0,90.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Col,"C,LW",Gabriel Landeskog,54.0,20.01,21.0,23.0,-2.0,15.0,145.0,86.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Nsh,D,Roman Josi,69.0,25.46,16.0,49.0,22.0,23.0,260.0,52.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Van,"LW,RW",J.T. Miller,69.0,20.06,27.0,45.0,11.0,25.0,165.0,123.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Wpg,"C,RW",Blake Wheeler,71.0,19.19,22.0,43.0,1.0,22.0,180.0,102.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Ott,LW,Brady Tkachuk,71.0,18.56,21.0,23.0,-14.0,8.0,259.0,303.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Bos,C,Patrice Bergeron,61.0,18.44,31.0,25.0,23.0,20.0,203.0,46.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Car,D,Dougie Hamilton,47.0,23.17,14.0,26.0,30.0,12.0,170.0,52.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,VGK,RW,Mark Stone,65.0,19.24,21.0,42.0,15.0,17.0,168.0,56.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Car,"LW,RW",Teuvo Teravainen,68.0,19.11,15.0,48.0,20.0,21.0,182.0,18.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Fla,C,Aleksander Barkov,66.0,20.0,20.0,42.0,2.0,20.0,172.0,21.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Wpg,C,Mark Scheifele,71.0,21.48,29.0,44.0,2.0,20.0,170.0,34.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Bos,RW,David Pastrnak,70.0,18.57,48.0,47.0,21.0,38.0,279.0,47.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Cgy,"LW,RW",Johnny Gaudreau,70.0,18.47,18.0,40.0,-10.0,18.0,209.0,1.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Phi,C,Sean Couturier,69.0,19.49,22.0,37.0,21.0,13.0,185.0,60.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Col,D,Cale Makar,57.0,21.0,12.0,38.0,12.0,19.0,121.0,45.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,StL,C,Ryan O'Reilly,71.0,20.34,12.0,49.0,11.0,18.0,118.0,16.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,SJ,D,Brent Burns,70.0,25.24,12.0,33.0,-22.0,17.0,225.0,72.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Buf,LW,Taylor Hall,65.0,19.1,16.0,36.0,-14.0,18.0,232.0,47.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Mon,RW,Brendan Gallagher,59.0,16.54,22.0,21.0,9.0,5.0,226.0,53.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Was,C,Evgeny Kuznetsov,63.0,17.49,19.0,33.0,-2.0,12.0,129.0,35.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Cgy,"C,RW",Elias Lindholm,70.0,19.43,29.0,25.0,-8.0,19.0,169.0,93.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Phi,"C,LW",Claude Giroux,69.0,18.59,21.0,32.0,7.0,20.0,197.0,45.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Nsh,LW,Filip Forsberg,63.0,17.21,21.0,27.0,-7.0,14.0,198.0,82.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,SJ,LW,Evander Kane,64.0,19.32,26.0,21.0,-12.0,18.0,216.0,135.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,VGK,D,Alex Pietrangelo,70.0,24.11,16.0,36.0,11.0,22.0,225.0,47.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,StL,"C,RW",Brayden Schenn,71.0,18.27,25.0,33.0,3.0,21.0,138.0,119.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Wpg,LW,Kyle Connor,71.0,21.05,38.0,35.0,4.0,17.0,239.0,18.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Cls,C,Pierre-Luc Dubois,70.0,17.55,18.0,31.0,-2.0,10.0,158.0,85.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Was,RW,Tom Wilson,68.0,18.16,21.0,23.0,-3.0,7.0,154.0,253.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Edm,"C,LW",Ryan Nugent-Hopkins,65.0,20.28,22.0,39.0,1.0,24.0,172.0,33.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Pit,D,Kris Letang,61.0,25.43,15.0,29.0,0.0,15.0,177.0,101.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Tor,D,Morgan Rielly,47.0,24.12,3.0,24.0,6.0,7.0,123.0,38.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Phi,RW,Travis Konecny,66.0,16.48,24.0,37.0,-1.0,23.0,141.0,63.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,SJ,"LW,RW",Timo Meier,70.0,17.16,22.0,27.0,-22.0,9.0,199.0,155.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,StL,"LW,RW",Mike Hoffman,69.0,16.5,29.0,30.0,-5.0,21.0,214.0,33.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,SJ,C,Logan Couture,52.0,18.31,16.0,23.0,0.0,9.0,126.0,54.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,NYI,LW,Anders Lee,68.0,18.17,20.0,23.0,8.0,7.0,195.0,102.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,NYI,C,Mathew Barzal,68.0,20.02,19.0,41.0,5.0,12.0,171.0,22.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Det,C,Dylan Larkin,71.0,21.14,19.0,34.0,-21.0,14.0,223.0,52.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Wpg,D,Neal Pionk,71.0,23.22,6.0,39.0,10.0,25.0,177.0,165.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,VGK,"C,LW",Jonathan Marchessault,66.0,17.16,22.0,25.0,6.0,12.0,235.0,99.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Was,C,Nicklas Backstrom,61.0,19.01,12.0,42.0,-1.0,18.0,132.0,30.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Col,C,Nazem Kadri,51.0,17.25,19.0,17.0,8.0,11.0,133.0,61.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Edm,RW,Kailer Yamamoto,27.0,17.23,11.0,15.0,17.0,2.0,44.0,45.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Tor,"LW,RW",William Nylander,68.0,18.12,31.0,28.0,-2.0,17.0,197.0,9.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,LA,C,Anze Kopitar,70.0,21.02,21.0,41.0,6.0,21.0,135.0,49.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,StL,D,Torey Krug,61.0,20.29,9.0,40.0,-4.0,28.0,144.0,36.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Dal,D,Miro Heiskanen,68.0,23.46,8.0,27.0,14.0,7.0,163.0,40.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Chi,"LW,RW",Alex DeBrincat,70.0,17.29,18.0,27.0,-10.0,16.0,207.0,58.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,NJ,RW,Kyle Palmieri,65.0,17.06,25.0,20.0,-4.0,18.0,155.0,74.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Cls,D,Zach Werenski,63.0,23.59,20.0,21.0,9.0,13.0,187.0,36.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,NYR,LW,Chris Kreider,63.0,17.14,24.0,21.0,13.0,13.0,156.0,116.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Chi,C,Jonathan Toews,70.0,19.46,18.0,42.0,-2.0,8.0,172.0,56.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Van,RW,Brock Boeser,57.0,18.34,16.0,29.0,4.0,14.0,169.0,28.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Cgy,C,Sean Monahan,70.0,18.06,22.0,26.0,-16.0,16.0,166.0,65.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Cls,D,Seth Jones,56.0,25.16,6.0,24.0,10.0,9.0,126.0,62.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Was,LW,Jakub Vrana,69.0,14.52,25.0,27.0,3.0,12.0,187.0,29.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Van,C,Bo Horvat,69.0,19.43,22.0,31.0,-15.0,16.0,178.0,55.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Mon,D,Shea Weber,65.0,24.0,15.0,21.0,8.0,8.0,185.0,112.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Phi,D,Ivan Provorov,69.0,24.5,13.0,23.0,11.0,16.0,150.0,84.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Dal,"C,LW",Jamie Benn,69.0,16.26,19.0,20.0,-4.0,14.0,163.0,167.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Dal,"LW,RW",Alexander Radulov,60.0,16.44,15.0,19.0,8.0,10.0,132.0,48.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,SJ,D,Erik Karlsson,56.0,24.31,6.0,34.0,-15.0,13.0,120.0,26.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,StL,"LW,RW",David Perron,71.0,18.19,25.0,35.0,2.0,27.0,166.0,67.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,VGK,D,Shea Theodore,71.0,22.14,13.0,33.0,12.0,16.0,219.0,20.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,NYR,"C,RW",Ryan Strome,70.0,19.35,18.0,41.0,21.0,17.0,154.0,45.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Min,"LW,RW",Kevin Fiala,64.0,15.24,23.0,31.0,-1.0,18.0,175.0,25.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Mon,D,Jeff Petry,71.0,23.38,11.0,29.0,-10.0,12.0,158.0,177.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,StL,LW,Jaden Schwartz,71.0,18.1,22.0,35.0,3.0,20.0,162.0,60.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Van,D,Quinn Hughes,68.0,21.53,8.0,45.0,-10.0,25.0,126.0,7.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Fla,RW,Patric Hornqvist,52.0,15.55,17.0,15.0,9.0,7.0,168.0,107.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Chi,"LW,RW",Dominik Kubalik,68.0,14.22,30.0,16.0,2.0,8.0,157.0,79.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,SJ,"C,LW",Tomas Hertl,48.0,18.26,16.0,20.0,-18.0,7.0,117.0,29.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Buf,D,Rasmus Dahlin,59.0,19.17,4.0,36.0,-7.0,19.0,90.0,72.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Was,RW,T.J. Oshie,69.0,18.17,26.0,23.0,4.0,12.0,133.0,90.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,NYR,LW,Alexis Lafreniere,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,TB,LW,Ondrej Palat,69.0,16.11,17.0,24.0,25.0,8.0,128.0,145.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,TB,"LW,RW",Blake Coleman,66.0,16.43,21.0,11.0,0.0,3.0,200.0,191.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Cls,"C,LW",Max Domi,71.0,17.05,17.0,27.0,-3.0,11.0,179.0,32.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Cls,RW,Cam Atkinson,44.0,17.5,12.0,14.0,2.0,8.0,148.0,18.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,VGK,RW,Reilly Smith,71.0,17.54,27.0,27.0,17.0,5.0,169.0,55.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Ari,D,Oliver Ekman-Larsson,66.0,23.0,9.0,21.0,-3.0,7.0,135.0,129.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,NYR,D,Tony DeAngelo,68.0,19.17,15.0,38.0,12.0,19.0,149.0,48.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,NYI,C,Brock Nelson,68.0,18.51,26.0,28.0,6.0,7.0,175.0,49.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Buf,"LW,RW",Victor Olofsson,54.0,18.23,20.0,22.0,-1.0,17.0,127.0,10.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,NYI,D,Ryan Pulock,68.0,22.24,10.0,25.0,8.0,8.0,163.0,110.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,TB,C,Anthony Cirelli,68.0,18.27,16.0,28.0,28.0,5.0,113.0,89.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Mon,RW,Josh Anderson,26.0,16.03,1.0,3.0,-8.0,0.0,63.0,68.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Nsh,"C,RW",Matt Duchene,66.0,16.52,13.0,29.0,-4.0,11.0,136.0,40.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Bos,D,Charlie McAvoy,67.0,23.09,5.0,27.0,24.0,2.0,101.0,131.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Mon,"LW,RW",Tomas Tatar,68.0,16.17,22.0,39.0,5.0,14.0,162.0,79.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Dal,D,John Klingberg,58.0,22.09,6.0,26.0,-10.0,17.0,120.0,29.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Edm,D,Tyson Barrie,70.0,21.52,5.0,34.0,-7.0,12.0,169.0,47.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Nsh,"LW,RW",Viktor Arvidsson,57.0,16.12,15.0,13.0,-4.0,8.0,127.0,27.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Buf,"C,RW",Sam Reinhart,69.0,20.37,22.0,28.0,-15.0,12.0,144.0,36.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Mon,"LW,RW",Tyler Toffoli,68.0,16.5,24.0,20.0,-1.0,10.0,203.0,48.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,NYR,D,Adam Fox,70.0,18.54,8.0,34.0,22.0,13.0,125.0,35.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,LA,RW,Dustin Brown,66.0,18.24,17.0,18.0,-1.0,5.0,169.0,143.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Ott,D,Thomas Chabot,71.0,26.0,6.0,33.0,-18.0,11.0,186.0,79.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Ott,"LW,RW",Evgenii Dadonov,69.0,17.06,25.0,22.0,-7.0,17.0,167.0,29.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Buf,D,Rasmus Ristolainen,69.0,22.47,6.0,27.0,-2.0,9.0,128.0,203.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Cls,"LW,RW",Oliver Bjorkstrand,49.0,17.56,21.0,15.0,8.0,6.0,162.0,43.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,VGK,C,William Karlsson,63.0,18.51,15.0,31.0,11.0,8.0,138.0,40.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,NJ,C,Nico Hischier,58.0,18.03,14.0,22.0,-16.0,10.0,123.0,48.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Nsh,D,Ryan Ellis,49.0,23.3,8.0,30.0,16.0,9.0,114.0,48.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Cgy,D,Mark Giordano,60.0,23.52,5.0,26.0,2.0,11.0,157.0,42.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Min,LW,Kirill Kaprizov,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Anh,"LW,RW",Rickard Rakell,65.0,18.09,15.0,27.0,-5.0,9.0,186.0,81.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Buf,LW,Jeff Skinner,59.0,16.29,14.0,9.0,-22.0,3.0,183.0,29.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Pit,"LW,RW",Bryan Rust,55.0,19.45,27.0,29.0,14.0,17.0,151.0,71.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Edm,D,Darnell Nurse,71.0,23.27,5.0,28.0,-2.0,5.0,170.0,172.0,,,,,,
