source,fetched_at,year,team,position,name,gp,toi,goals,assists,plus_minus,powerplay_points,shots_on_goal,hits,blocks,wins,saves,save_percentage,goals_against_average,shutouts
Yahoo,2021-01-08 17:40:08.774272,2019,Phi,"C,LW",Scott Laughton,49.0,14.36,13.0,14.0,13.0,0.0,74.0,109.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Bos,LW,Nick Ritchie,48.0,14.09,9.0,12.0,1.0,3.0,78.0,102.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Was,"LW,RW",Richard Panik,59.0,11.2,9.0,13.0,16.0,0.0,67.0,75.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Bos,D,Brandon Carlo,67.0,20.28,4.0,15.0,16.0,0.0,111.0,126.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Nsh,"C,LW",Erik Haula,48.0,15.49,12.0,12.0,1.0,8.0,92.0,27.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Cls,"C,LW",Alexandre Texier,36.0,12.44,6.0,7.0,3.0,1.0,49.0,20.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Ott,C,Derek Stepan,70.0,17.38,10.0,18.0,-4.0,7.0,158.0,43.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Bos,D,Matt Grzelcyk,68.0,18.03,4.0,17.0,15.0,7.0,112.0,56.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Nsh,D,Mark Borowiecki,53.0,17.56,7.0,11.0,1.0,0.0,63.0,199.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Ari,D,Alex Goligoski,70.0,23.03,4.0,28.0,8.0,11.0,101.0,91.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Van,D,Tyler Myers,68.0,21.3,6.0,15.0,-7.0,7.0,134.0,99.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Ari,"C,LW",Christian Dvorak,70.0,16.41,18.0,20.0,6.0,10.0,134.0,39.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Fla,RW,Owen Tippett,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,NJ,D,P.K. Subban,68.0,22.07,7.0,11.0,-21.0,6.0,151.0,88.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,LA,"C,LW",Adrian Kempe,69.0,16.0,11.0,21.0,-10.0,10.0,148.0,71.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,TB,G,Andrei Vasilevskiy,53.0,,,,,,,,,39.0,1585.0,0.925,2.4,6.0
Yahoo,2021-01-08 17:40:08.774272,2018,Wpg,G,Connor Hellebuyck,63.0,,,,,,,,,34.0,1872.0,0.9129999999999999,2.9,2.0
Yahoo,2021-01-08 17:40:08.774272,2018,Phi,G,Carter Hart,31.0,,,,,,,,,16.0,895.0,0.917,2.83,0.0
Yahoo,2021-01-08 17:40:08.774272,2018,Bos,G,Tuukka Rask,46.0,,,,,,,,,27.0,1136.0,0.912,2.48,4.0
Yahoo,2021-01-08 17:40:08.774272,2018,VGK,G,Robin Lehner,46.0,,,,,,,,,25.0,1230.0,0.93,2.13,6.0
Yahoo,2021-01-08 17:40:08.774272,2018,Was,G,Ilya Samsonov,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,StL,G,Jordan Binnington,32.0,,,,,,,,,24.0,748.0,0.927,1.89,5.0
Yahoo,2021-01-08 17:40:08.774272,2018,Mon,G,Carey Price,66.0,,,,,,,,,35.0,1791.0,0.9179999999999999,2.49,4.0
Yahoo,2021-01-08 17:40:08.774272,2018,Tor,G,Frederik Andersen,60.0,,,,,,,,,36.0,1796.0,0.917,2.77,1.0
Yahoo,2021-01-08 17:40:08.774272,2018,Ari,G,Darcy Kuemper,55.0,,,,,,,,,27.0,1551.0,0.925,2.33,5.0
Yahoo,2021-01-08 17:40:08.774272,2018,Pit,G,Tristan Jarry,2.0,120.03,,,,,,,,0.0,55.0,0.887,3.5,0.0
Yahoo,2021-01-08 17:40:08.774272,2018,NYR,G,Igor Shesterkin,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Dal,G,Anton Khudobin,41.0,,,,,,,,,16.0,1137.0,0.9229999999999999,2.57,2.0
Yahoo,2021-01-08 17:40:08.774272,2018,Col,G,Pavel Francouz,2.0,61.11,,,,,,,,0.0,33.0,0.943,1.96,0.0
Yahoo,2021-01-08 17:40:08.774272,2018,Car,G,Petr Mrazek,40.0,,,,,,,,,23.0,1009.0,0.914,2.39,4.0
Yahoo,2021-01-08 17:40:08.774272,2018,Cgy,G,Jacob Markstrom,60.0,,,,,,,,,28.0,1730.0,0.912,2.77,1.0
Yahoo,2021-01-08 17:40:08.774272,2018,Col,G,Philipp Grubauer,37.0,,,,,,,,,18.0,982.0,0.917,2.64,3.0
Yahoo,2021-01-08 17:40:08.774272,2018,VGK,G,Marc-Andre Fleury,61.0,,,,,,,,,35.0,1593.0,0.9129999999999999,2.51,8.0
Yahoo,2021-01-08 17:40:08.774272,2018,Bos,G,Jaroslav Halak,40.0,,,,,,,,,22.0,1068.0,0.922,2.34,5.0
Yahoo,2021-01-08 17:40:08.774272,2018,Cls,G,Elvis Merzlikins,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Van,G,Braden Holtby,59.0,,,,,,,,,32.0,1635.0,0.9109999999999999,2.82,3.0
Yahoo,2021-01-08 17:40:08.774272,2018,Nsh,G,Juuse Saros,31.0,,,,,,,,,17.0,796.0,0.915,2.62,3.0
Yahoo,2021-01-08 17:40:08.774272,2018,Cls,G,Joonas Korpisalo,27.0,,,,,,,,,10.0,584.0,0.897,2.95,0.0
Yahoo,2021-01-08 17:40:08.774272,2018,Dal,G,Ben Bishop,46.0,,,,,,,,,27.0,1236.0,0.934,1.98,7.0
Yahoo,2021-01-08 17:40:08.774272,2018,Fla,G,Sergei Bobrovsky,62.0,,,,,,,,,37.0,1603.0,0.9129999999999999,2.58,9.0
Yahoo,2021-01-08 17:40:08.774272,2018,Van,G,Thatcher Demko,9.0,534.09,,,,,,,,4.0,263.0,0.9129999999999999,2.81,0.0
Yahoo,2021-01-08 17:40:08.774272,2018,Anh,G,John Gibson,58.0,,,,,,,,,26.0,1685.0,0.917,2.84,2.0
Yahoo,2021-01-08 17:40:08.774272,2018,NYI,G,Semyon Varlamov,49.0,,,,,,,,,20.0,1360.0,0.909,2.87,2.0
Yahoo,2021-01-08 17:40:08.774272,2018,NYI,G,Ilya Sorokin,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Min,G,Alex Stalock,21.0,,,,,,,,,6.0,472.0,0.899,2.99,0.0
Yahoo,2021-01-08 17:40:08.774272,2018,NJ,G,MacKenzie Blackwood,23.0,,,,,,,,,10.0,614.0,0.9179999999999999,2.61,2.0
Yahoo,2021-01-08 17:40:08.774272,2018,Edm,G,Mikko Koskinen,55.0,,,,,,,,,25.0,1405.0,0.9059999999999999,2.93,4.0
Yahoo,2021-01-08 17:40:08.774272,2018,Ott,G,Matt Murray,50.0,,,,,,,,,29.0,1465.0,0.919,2.69,4.0
Yahoo,2021-01-08 17:40:08.774272,2018,SJ,G,Devan Dubnyk,67.0,,,,,,,,,31.0,1714.0,0.9129999999999999,2.54,2.0
Yahoo,2021-01-08 17:40:08.774272,2018,NJ,G,Corey Crawford,39.0,,,,,,,,,14.0,1068.0,0.9079999999999999,2.93,2.0
Yahoo,2021-01-08 17:40:08.774272,2018,NYR,G,Alexandar Georgiev,33.0,,,,,,,,,14.0,966.0,0.914,2.91,2.0
Yahoo,2021-01-08 17:40:08.774272,2018,Min,G,Cam Talbot,35.0,,,,,,,,,11.0,889.0,0.892,3.4,1.0
Yahoo,2021-01-08 17:40:08.774272,2018,Mon,G,Jake Allen,46.0,,,,,,,,,19.0,1156.0,0.905,2.83,3.0
Yahoo,2021-01-08 17:40:08.774272,2018,LA,G,Jonathan Quick,46.0,,,,,,,,,16.0,1180.0,0.888,3.38,2.0
Yahoo,2021-01-08 17:40:08.774272,2018,Chi,G,Malcolm Subban,21.0,,,,,,,,,8.0,552.0,0.902,2.93,1.0
Yahoo,2021-01-08 17:40:08.774272,2018,Buf,G,Carter Hutton,50.0,,,,,,,,,18.0,1399.0,0.9079999999999999,3.0,0.0
Yahoo,2021-01-08 17:40:08.774272,2018,Car,G,James Reimer,36.0,,,,,,,,,13.0,836.0,0.9,3.09,0.0
Yahoo,2021-01-08 17:40:08.774272,2018,Buf,G,Linus Ullmark,37.0,,,,,,,,,15.0,1037.0,0.905,3.11,2.0
Yahoo,2021-01-08 17:40:08.774272,2018,LA,G,Calvin Petersen,11.0,621.42,,,,,,,,5.0,328.0,0.924,2.61,1.0
Yahoo,2021-01-08 17:40:08.774272,2018,Ari,G,Antti Raanta,12.0,687.06,,,,,,,,5.0,318.0,0.9059999999999999,2.88,0.0
Yahoo,2021-01-08 17:40:08.774272,2018,Det,G,Jimmy Howard,55.0,,,,,,,,,23.0,1553.0,0.909,3.07,0.0
Yahoo,2021-01-08 17:40:08.774272,2018,Fla,G,Chris Driedger,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Det,G,Thomas Greiss,43.0,,,,,,,,,23.0,1098.0,0.927,2.28,5.0
Yahoo,2021-01-08 17:40:08.774272,2018,Cgy,G,David Rittich,45.0,,,,,,,,,27.0,1119.0,0.9109999999999999,2.61,1.0
Yahoo,2021-01-08 17:40:08.774272,2018,TB,G,Curtis McElhinney,33.0,,,,,,,,,20.0,883.0,0.912,2.58,2.0
Yahoo,2021-01-08 17:40:08.774272,2018,Phi,G,Brian Elliott,26.0,,,,,,,,,11.0,672.0,0.907,2.96,1.0
Yahoo,2021-01-08 17:40:08.774272,2018,Nsh,G,Pekka Rinne,56.0,,,,,,,,,30.0,1451.0,0.9179999999999999,2.42,4.0
Yahoo,2021-01-08 17:40:08.774272,2018,Pit,G,Casey DeSmith,36.0,,,,,,,,,15.0,971.0,0.9159999999999999,2.75,3.0
Yahoo,2021-01-08 17:40:08.774272,2018,Tor,G,Jack Campbell,31.0,,,,,,,,,10.0,784.0,0.9279999999999999,2.3,2.0
Yahoo,2021-01-08 17:40:08.774272,2018,Ari,G,Adin Hill,13.0,696.21,,,,,,,,7.0,290.0,0.9009999999999999,2.76,1.0
Yahoo,2021-01-08 17:40:08.774272,2018,Mon,G,Cayden Primeau,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Det,G,Kevin Boyle,5.0,276.51,,,,,,,,1.0,129.0,0.9279999999999999,2.17,1.0
Yahoo,2021-01-08 17:40:08.774272,2018,Was,G,Pheonix Copley,27.0,,,,,,,,,16.0,702.0,0.905,2.9,1.0
Yahoo,2021-01-08 17:40:08.774272,2018,Min,G,Kaapo Kahkonen,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Dal,G,Landon Bow,2.0,58.15,,,,,,,,0.0,18.0,0.9470000000000001,1.03,0.0
Yahoo,2021-01-08 17:40:08.774272,2018,TB,G,Christopher Gibson,2.0,40.0,,,,,,,,0.0,16.0,0.941,1.5,0.0
Yahoo,2021-01-08 17:40:08.774272,2018,Ott,G,Kevin Mandolese,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,TB,G,Spencer Martin,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,LA,G,Matt Villalta,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Mon,G,Michael McNiven,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Dal,G,Kari Lehtonen,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Cgy,G,Artyom Zagidulin,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Cls,G,Veini Vehvilainen,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Edm,G,Stuart Skinner,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Cgy,G,Tyler Parsons,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Dal,G,Jake Oettinger,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Chi,G,Alexis Gravel,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Tor,G,Ian Scott,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NYI,G,Jared Coreau,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Was,G,Vitek Vanecek,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,TB,G,Andrei Vasilevskiy,52.0,,,,,,,,,35.0,1472.0,0.917,2.56,3.0
Yahoo,2021-01-08 17:40:08.774272,2019,Wpg,G,Connor Hellebuyck,58.0,,,,,,,,,31.0,1656.0,0.922,2.57,6.0
Yahoo,2021-01-08 17:40:08.774272,2019,Phi,G,Carter Hart,43.0,,,,,,,,,24.0,1005.0,0.914,2.42,1.0
Yahoo,2021-01-08 17:40:08.774272,2019,Bos,G,Tuukka Rask,41.0,,,,,,,,,26.0,1104.0,0.929,2.12,5.0
Yahoo,2021-01-08 17:40:08.774272,2019,VGK,G,Robin Lehner,36.0,,,,,,,,,19.0,1136.0,0.92,2.89,1.0
Yahoo,2021-01-08 17:40:08.774272,2019,Was,G,Ilya Samsonov,26.0,,,,,,,,,16.0,629.0,0.9129999999999999,2.55,1.0
Yahoo,2021-01-08 17:40:08.774272,2019,StL,G,Jordan Binnington,50.0,,,,,,,,,30.0,1304.0,0.912,2.56,3.0
Yahoo,2021-01-08 17:40:08.774272,2019,Mon,G,Carey Price,58.0,,,,,,,,,27.0,1595.0,0.909,2.79,4.0
Yahoo,2021-01-08 17:40:08.774272,2019,Tor,G,Frederik Andersen,52.0,,,,,,,,,29.0,1434.0,0.909,2.85,3.0
Yahoo,2021-01-08 17:40:08.774272,2019,Ari,G,Darcy Kuemper,29.0,,,,,,,,,16.0,838.0,0.9279999999999999,2.22,2.0
Yahoo,2021-01-08 17:40:08.774272,2019,Pit,G,Tristan Jarry,33.0,,,,,,,,,20.0,907.0,0.9209999999999999,2.43,3.0
Yahoo,2021-01-08 17:40:08.774272,2019,NYR,G,Igor Shesterkin,12.0,691.35,,,,,,,,10.0,395.0,0.932,2.52,0.0
Yahoo,2021-01-08 17:40:08.774272,2019,Dal,G,Anton Khudobin,30.0,,,,,,,,,16.0,820.0,0.93,2.22,0.0
Yahoo,2021-01-08 17:40:08.774272,2019,Col,G,Pavel Francouz,34.0,,,,,,,,,21.0,919.0,0.9229999999999999,2.41,1.0
Yahoo,2021-01-08 17:40:08.774272,2019,Car,G,Petr Mrazek,40.0,,,,,,,,,21.0,987.0,0.905,2.69,3.0
Yahoo,2021-01-08 17:40:08.774272,2019,Cgy,G,Jacob Markstrom,43.0,,,,,,,,,23.0,1303.0,0.9179999999999999,2.75,2.0
Yahoo,2021-01-08 17:40:08.774272,2019,Col,G,Philipp Grubauer,36.0,,,,,,,,,18.0,977.0,0.9159999999999999,2.63,2.0
Yahoo,2021-01-08 17:40:08.774272,2019,VGK,G,Marc-Andre Fleury,49.0,,,,,,,,,27.0,1266.0,0.905,2.77,5.0
Yahoo,2021-01-08 17:40:08.774272,2019,Bos,G,Jaroslav Halak,31.0,,,,,,,,,18.0,832.0,0.919,2.39,3.0
Yahoo,2021-01-08 17:40:08.774272,2019,Cls,G,Elvis Merzlikins,33.0,,,,,,,,,13.0,848.0,0.9229999999999999,2.35,5.0
Yahoo,2021-01-08 17:40:08.774272,2019,Van,G,Braden Holtby,48.0,,,,,,,,,25.0,1243.0,0.897,3.11,0.0
Yahoo,2021-01-08 17:40:08.774272,2019,Nsh,G,Juuse Saros,40.0,,,,,,,,,17.0,1044.0,0.914,2.7,4.0
Yahoo,2021-01-08 17:40:08.774272,2019,Cls,G,Joonas Korpisalo,37.0,,,,,,,,,19.0,938.0,0.9109999999999999,2.6,2.0
Yahoo,2021-01-08 17:40:08.774272,2019,Dal,G,Ben Bishop,44.0,,,,,,,,,21.0,1183.0,0.92,2.5,2.0
Yahoo,2021-01-08 17:40:08.774272,2019,Fla,G,Sergei Bobrovsky,50.0,,,,,,,,,23.0,1354.0,0.9,3.23,1.0
Yahoo,2021-01-08 17:40:08.774272,2019,Van,G,Thatcher Demko,27.0,,,,,,,,,13.0,744.0,0.905,3.06,0.0
Yahoo,2021-01-08 17:40:08.774272,2019,Anh,G,John Gibson,51.0,,,,,,,,,20.0,1403.0,0.904,3.0,1.0
Yahoo,2021-01-08 17:40:08.774272,2019,NYI,G,Semyon Varlamov,45.0,,,,,,,,,19.0,1168.0,0.914,2.62,2.0
Yahoo,2021-01-08 17:40:08.774272,2019,NYI,G,Ilya Sorokin,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Min,G,Alex Stalock,38.0,,,,,,,,,20.0,985.0,0.91,2.67,4.0
Yahoo,2021-01-08 17:40:08.774272,2019,NJ,G,MacKenzie Blackwood,47.0,,,,,,,,,22.0,1328.0,0.915,2.77,3.0
Yahoo,2021-01-08 17:40:08.774272,2019,Edm,G,Mikko Koskinen,38.0,,,,,,,,,18.0,1078.0,0.917,2.75,1.0
Yahoo,2021-01-08 17:40:08.774272,2019,Ott,G,Matt Murray,38.0,,,,,,,,,20.0,948.0,0.899,2.87,1.0
Yahoo,2021-01-08 17:40:08.774272,2019,SJ,G,Devan Dubnyk,30.0,,,,,,,,,12.0,756.0,0.89,3.35,1.0
Yahoo,2021-01-08 17:40:08.774272,2019,NJ,G,Corey Crawford,40.0,,,,,,,,,16.0,1186.0,0.917,2.77,1.0
Yahoo,2021-01-08 17:40:08.774272,2019,NYR,G,Alexandar Georgiev,34.0,,,,,,,,,17.0,967.0,0.91,3.04,2.0
Yahoo,2021-01-08 17:40:08.774272,2019,Min,G,Cam Talbot,26.0,,,,,,,,,12.0,717.0,0.919,2.63,2.0
Yahoo,2021-01-08 17:40:08.774272,2019,Mon,G,Jake Allen,24.0,,,,,,,,,12.0,607.0,0.927,2.15,2.0
Yahoo,2021-01-08 17:40:08.774272,2019,LA,G,Jonathan Quick,42.0,,,,,,,,,16.0,1107.0,0.904,2.79,1.0
Yahoo,2021-01-08 17:40:08.774272,2019,Chi,G,Malcolm Subban,21.0,,,,,,,,,9.0,486.0,0.89,3.17,0.0
Yahoo,2021-01-08 17:40:08.774272,2019,Buf,G,Carter Hutton,31.0,,,,,,,,,12.0,824.0,0.898,3.18,2.0
Yahoo,2021-01-08 17:40:08.774272,2019,Car,G,James Reimer,25.0,,,,,,,,,14.0,651.0,0.914,2.66,3.0
Yahoo,2021-01-08 17:40:08.774272,2019,Buf,G,Linus Ullmark,34.0,,,,,,,,,17.0,975.0,0.915,2.69,1.0
Yahoo,2021-01-08 17:40:08.774272,2019,LA,G,Calvin Petersen,8.0,477.22,,,,,,,,5.0,248.0,0.922,2.64,0.0
Yahoo,2021-01-08 17:40:08.774272,2019,Ari,G,Antti Raanta,33.0,,,,,,,,,15.0,934.0,0.9209999999999999,2.63,2.0
Yahoo,2021-01-08 17:40:08.774272,2019,Det,G,Jimmy Howard,27.0,,,,,,,,,2.0,721.0,0.882,4.2,0.0
Yahoo,2021-01-08 17:40:08.774272,2019,Fla,G,Chris Driedger,12.0,642.4,,,,,,,,7.0,332.0,0.938,2.05,1.0
Yahoo,2021-01-08 17:40:08.774272,2019,Det,G,Thomas Greiss,31.0,,,,,,,,,16.0,765.0,0.9129999999999999,2.74,0.0
Yahoo,2021-01-08 17:40:08.774272,2019,Cgy,G,David Rittich,48.0,,,,,,,,,24.0,1340.0,0.907,2.97,2.0
Yahoo,2021-01-08 17:40:08.774272,2019,TB,G,Curtis McElhinney,18.0,,,,,,,,,8.0,499.0,0.9059999999999999,2.89,1.0
Yahoo,2021-01-08 17:40:08.774272,2019,Phi,G,Brian Elliott,31.0,,,,,,,,,16.0,716.0,0.899,2.87,2.0
Yahoo,2021-01-08 17:40:08.774272,2019,Nsh,G,Pekka Rinne,36.0,,,,,,,,,18.0,899.0,0.895,3.17,3.0
Yahoo,2021-01-08 17:40:08.774272,2019,Pit,G,Casey DeSmith,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Tor,G,Jack Campbell,26.0,,,,,,,,,11.0,688.0,0.904,2.8,0.0
Yahoo,2021-01-08 17:40:08.774272,2019,Ari,G,Adin Hill,13.0,640.46,,,,,,,,2.0,315.0,0.9179999999999999,2.62,0.0
Yahoo,2021-01-08 17:40:08.774272,2019,Mon,G,Cayden Primeau,2.0,119.06,,,,,,,,1.0,67.0,0.9309999999999999,2.52,0.0
Yahoo,2021-01-08 17:40:08.774272,2019,Det,G,Kevin Boyle,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Was,G,Pheonix Copley,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Min,G,Kaapo Kahkonen,5.0,304.12,,,,,,,,3.0,157.0,0.9129999999999999,2.96,0.0
Yahoo,2021-01-08 17:40:08.774272,2019,Dal,G,Landon Bow,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,TB,G,Christopher Gibson,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Ott,G,Kevin Mandolese,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,TB,G,Spencer Martin,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,LA,G,Matt Villalta,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Mon,G,Michael McNiven,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Dal,G,Kari Lehtonen,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Cgy,G,Artyom Zagidulin,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Cls,G,Veini Vehvilainen,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Edm,G,Stuart Skinner,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Cgy,G,Tyler Parsons,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Dal,G,Jake Oettinger,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Chi,G,Alexis Gravel,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Tor,G,Ian Scott,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,NYI,G,Jared Coreau,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2019,Was,G,Vitek Vanecek,,,,,,,,,,,,,,
