team,age,name,line,ppu,position_yahoo,position,rollup,vorp,adp,pr_vorp,pr_adp,pr_arbitrage,round,goals,assists,powerplay_points,shots_on_goal,hits,blocks,game_winning_goals,wins,save_percentage,saves,shutouts
Car,,Tony DeAngelo,1.0,1.0,D,D,29.4,-2.7,145.1,31.5,40.0,8.5,13.0,13.41,37.325,14.265,167.075,64.6,84.2,1.9,,,,
Chi,26.0,Dominik Kubalik,2.0,2.0,"LW,RW",LW,31.2,-10.2,145.6,23.0,24.0,1.0,13.0,31.03,24.95,12.155,191.38,89.7,24.5,4.4,,,,
SJ,30.0,Evander Kane,,,"LW,RW",LW,30.0,-11.4,149.3,26.5,25.0,-1.5,13.0,27.665,26.77,11.0,223.58,98.2,18.7,2.4,,,,
Van,26.0,Bo Horvat,3.0,1.0,C,C,32.6,-10.4,150.3,28.5,30.0,1.5,13.0,27.135,31.1,12.52,192.92,75.9,62.6,3.1,,,,
Mon,29.0,Tyler Toffoli,1.0,1.0,"LW,RW",LW,32.6,-8.8,151.6,18.5,26.0,7.5,13.0,32.345,25.76,11.175,233.935,81.7,18.6,4.3,,,,
Nsh,31.0,Mattias Ekholm,2.0,2.0,D,D,23.1,-9.0,152.1,50.0,41.0,-9.0,13.0,8.98,29.08,5.065,170.58,57.8,97.7,1.7,,,,
Dal,,Jake Oettinger,,,G,G,41.0,-28.4,152.9,30.0,31.0,1.0,13.0,,,,,,,,21.915,0.907,1188.74,2.5
Buf,21.0,Rasmus Dahlin,1.0,1.0,D,D,29.0,-3.0,152.9,34.0,42.0,8.0,13.0,7.045,37.61,15.805,148.97,114.2,77.5,1.5,,,,
Car,28.0,Vincent Trocheck,2.0,1.0,C,C,34.3,-8.7,153.3,25.0,31.0,6.0,13.0,20.105,35.555,14.71,202.54,134.5,44.0,2.9,,,,
Cls,32.0,Jakub Voracek,1.0,1.0,"LW,RW",RW,23.7,-16.4,155.3,49.0,27.0,-22.0,13.0,13.96,42.49,11.31,163.96,24.0,27.8,2.9,,,,
Min,,Kaapo Kahkonen,,,G,G,12.3,-57.1,155.5,48.0,32.0,-16.0,13.0,,,,,,,,11.205,0.905,571.88,1.36
Phi,33.0,Claude Giroux,1.0,1.0,"C,LW",LW,30.0,-11.4,156.0,26.5,27.0,0.5,14.0,22.67,39.515,15.51,204.66,41.7,14.3,3.6,,,,
Tor,32.0,Jake Muzzin,2.0,,D,D,26.7,-5.4,156.6,39.0,43.0,4.0,14.0,8.215,27.715,1.43,154.325,146.1,132.6,1.1,,,,
NYI,31.0,Anders Lee,1.0,1.0,LW,LW,32.2,-9.2,156.9,21.0,28.0,7.0,14.0,27.015,23.47,9.865,220.22,101.1,43.8,4.4,,,,
SJ,31.0,Erik Karlsson,2.0,1.0,D,D,26.8,-5.2,158.0,38.0,44.0,6.0,14.0,9.6,36.85,14.095,169.25,39.2,92.4,1.0,,,,
Dal,32.0,Braden Holtby,,,G,G,27.6,-41.8,158.8,36.0,33.0,-3.0,14.0,,,,,,,,15.3,0.907,843.7,1.8
NYR,30.0,Chris Kreider,1.0,1.0,LW,LW,32.5,-8.9,158.9,20.0,29.0,9.0,14.0,29.005,21.22,12.92,167.465,143.0,45.2,3.6,,,,
Bos,27.0,Matt Grzelcyk,2.0,2.0,D,D,20.9,-11.2,159.3,58.0,45.0,-13.0,14.0,6.805,24.375,8.735,154.695,64.0,78.5,1.3,,,,
NYR,25.0,Alexandar Georgiev,,,G,G,16.0,-53.4,160.0,46.0,34.0,-12.0,14.0,,,,,,,,9.97,0.907,520.215,1.345
Phi,26.0,Rasmus Ristolainen,2.0,,D,D,27.6,-4.4,160.2,36.5,46.0,9.5,14.0,6.35,28.26,7.62,124.635,213.5,91.8,0.9,,,,
Was,27.0,Anthony Mantha,2.0,2.0,"LW,RW",LW,30.8,-10.6,160.2,25.0,30.0,5.0,14.0,30.175,34.11,9.74,207.085,74.1,35.0,2.4,,,,
Fla,31.0,Radko Gudas,3.0,,D,D,22.4,-9.7,160.9,52.0,47.0,-5.0,14.0,3.0,14.1,0.0,118.1,253.2,101.0,0.4,,,,
Sea,,Alex Wennberg,,,"C,LW",LW,13.5,-28.0,162.0,58.0,31.0,-27.0,14.0,11.6,21.4,6.1,93.2,35.7,42.5,1.7,,,,
Phi,,Keith Yandle,3.0,2.0,D,D,23.0,-9.1,162.4,51.0,48.0,-3.0,14.0,5.075,36.44,17.67,147.07,34.1,56.9,1.0,,,,
NYI,26.0,Ryan Pulock,1.0,2.0,D,D,32.3,0.2,162.5,23.0,49.0,26.0,14.0,9.09,27.0,6.23,183.445,142.6,154.1,1.6,,,,
NJ,,P.K. Subban,3.0,2.0,D,D,10.8,-21.3,163.1,78.0,50.0,-28.0,14.0,9.59,19.1,5.38,166.21,,,,,,,
Det,25.0,Robby Fabbri,2.0,1.0,"C,LW",C,23.1,-19.9,163.3,48.0,32.0,-16.0,14.0,22.2,21.925,7.295,132.82,81.2,27.4,5.0,,,,
NYR,,K'Andre Miller,2.0,2.0,D,D,21.1,-10.9,163.3,57.0,51.5,-5.5,14.0,7.2,16.1,3.1,116.5,134.1,115.4,1.3,,,,
Edm,33.0,Mikko Koskinen,,,G,G,21.0,-48.4,163.3,41.0,35.0,-6.0,14.0,,,,,,,,11.155,0.908,576.34,1.165
Dal,36.0,Ryan Suter,2.0,,D,D,19.5,-12.6,163.3,62.0,51.5,-10.5,14.0,6.15,29.75,8.455,117.65,52.6,85.7,1.1,,,,
Dal,35.0,Anton Khudobin,,,G,G,24.9,-44.5,163.4,38.0,36.0,-2.0,14.0,,,,,,,,11.585,0.909,586.8,1.6
Bos,32.0,Craig Smith,2.0,2.0,RW,RW,25.1,-14.9,163.5,48.0,28.0,-20.0,14.0,21.0,21.7,8.0,210.3,83.5,23.6,2.9,,,,
Pit,30.0,Brian Dumoulin,1.0,,D,D,15.8,-16.2,163.7,73.0,53.0,-20.0,14.0,4.5,18.4,0.3,92.6,115.3,104.0,0.5,,,,
NYR,,Alexis Lafreniere,1.0,2.0,LW,LW,26.3,-15.1,163.8,36.0,32.5,-3.5,14.0,23.4,29.9,9.9,143.0,70.7,20.1,5.7,,,,
Sea,29.0,Brandon Tanev,4.0,,"LW,RW",LW,25.3,-16.1,163.8,40.5,32.5,-8.0,14.0,13.6,16.4,0.2,110.4,268.1,71.5,1.9,,,,
Van,,Nils Hoglander,1.0,2.0,"LW,RW",LW,17.5,-23.9,163.9,56.0,34.0,-22.0,14.0,18.8,22.2,2.2,166.2,43.6,28.9,2.2,,,,
NYI,27.0,Adam Pelech,1.0,,D,D,19.3,-12.8,164.0,64.0,54.0,-10.0,14.0,4.7,16.9,0.4,117.3,122.5,128.5,0.7,,,,
Det,26.0,Tyler Bertuzzi,1.0,2.0,"LW,RW",RW,25.5,-14.5,164.1,43.0,29.5,-13.5,14.0,26.03,28.92,11.225,130.545,73.4,34.5,2.8,,,,
Chi,33.0,Jonathan Toews,2.0,1.0,C,C,29.6,-13.4,164.1,34.0,33.0,-1.0,14.0,23.565,42.855,11.695,177.795,46.2,33.0,3.8,,,,
StL,26.0,Pavel Buchnevich,3.0,2.0,RW,RW,28.2,-11.9,164.1,34.0,29.5,-4.5,14.0,23.71,34.675,10.49,167.815,76.3,34.7,3.3,,,,
Mon,29.0,Brendan Gallagher,3.0,1.0,RW,RW,30.9,-9.1,164.3,25.0,31.0,6.0,14.0,26.885,23.13,6.725,268.865,87.9,30.9,3.6,,,,
Sea,29.0,Yanni Gourde,,,"C,RW",C,25.2,-17.8,164.3,45.0,34.0,-11.0,14.0,19.1,29.3,10.3,150.4,77.2,30.7,4.0,,,,
Was,31.0,Justin Schultz,2.0,2.0,D,D,18.6,-13.5,164.3,70.0,55.0,-15.0,14.0,5.085,27.32,8.36,123.165,54.9,81.6,0.9,,,,
Anh,,Jamie Drysdale,2.0,1.0,D,D,15.6,-16.5,164.5,74.0,56.0,-18.0,14.0,9.16,20.09,6.64,95.96,43.7,86.5,0.5,,,,
NJ,33.0,Jonathan Bernier,,,G,G,20.3,-49.2,164.6,42.0,37.0,-5.0,14.0,,,,,,,,11.585,0.907,662.85,1.28
Was,30.0,Dmitry Orlov,,,D,D,9.4,-22.7,164.7,80.0,57.0,-23.0,14.0,8.0,28.4,3.3,130.95,,,,,,,
Car,27.0,Jaccob Slavin,1.0,,D,D,23.3,-8.8,165.0,49.0,58.0,9.0,14.0,6.915,27.18,2.54,172.83,61.6,129.2,1.3,,,,
Phi,32.0,James van Riemsdyk,2.0,1.0,LW,LW,23.1,-18.3,165.0,45.0,35.0,-10.0,14.0,22.5,26.16,9.985,185.37,38.9,19.6,2.4,,,,
Sea,31.0,Jordan Eberle,1.0,1.0,RW,RW,27.2,-12.9,165.1,40.0,32.0,-8.0,14.0,23.68,29.72,10.72,183.84,44.0,33.7,4.2,,,,
Sea,28.0,Jamie Oleksiak,2.0,,D,D,22.2,-9.8,165.1,53.0,59.0,6.0,14.0,7.0,12.6,0.0,115.1,208.8,109.7,1.3,,,,
Pit,25.0,Kasperi Kapanen,2.0,2.0,"LW,RW",LW,21.0,-20.4,165.2,53.0,36.0,-17.0,14.0,18.565,30.775,4.32,144.375,83.0,18.5,3.2,,,,
Mon,25.0,Christian Dvorak,2.0,2.0,"C,LW",LW,24.1,-17.3,165.3,44.0,37.0,-7.0,14.0,22.505,23.14,9.135,140.92,65.6,51.5,3.1,,,,
Mon,27.0,Josh Anderson,2.0,2.0,RW,RW,25.4,-14.7,165.5,46.0,33.0,-13.0,14.0,20.2,12.3,3.2,179.6,168.2,32.9,4.2,,,,
Col,30.0,Nazem Kadri,2.0,1.0,C,C,29.5,-13.5,165.5,35.0,35.0,0.0,14.0,23.555,28.2,11.845,249.09,66.4,19.2,2.7,,,,
Ott,27.0,Connor Brown,2.0,2.0,"LW,RW",LW,21.1,-20.3,165.6,52.0,38.0,-14.0,14.0,23.61,26.145,4.28,170.63,36.2,37.9,2.1,,,,
NJ,22.0,Nico Hischier,2.0,2.0,C,C,25.7,-17.3,165.6,44.0,36.0,-8.0,14.0,20.95,29.27,10.75,162.485,56.7,49.3,2.6,,,,
Mon,28.0,Joel Edmundson,1.0,,D,D,19.6,-12.4,165.6,61.0,60.0,-1.0,14.0,5.7,15.1,0.0,122.9,145.4,117.0,0.7,,,,
NYI,30.0,Kyle Palmieri,1.0,2.0,"LW,RW",RW,27.9,-12.2,165.8,35.0,34.0,-1.0,14.0,25.47,20.75,12.895,172.12,88.2,31.4,3.6,,,,
Sea,29.0,Joonas Donskoi,3.0,1.0,"LW,RW",LW,21.7,-19.7,165.9,48.0,39.0,-9.0,14.0,20.8,23.0,9.2,141.3,33.2,39.9,3.7,,,,
Ari,34.0,Phil Kessel,,,RW,RW,25.4,-14.7,166.0,46.0,35.0,-11.0,14.0,22.68,32.44,15.94,163.825,16.7,18.5,3.2,,,,
Tor,25.0,Nick Ritchie,1.0,1.0,LW,LW,25.5,-15.9,166.0,39.0,40.0,1.0,14.0,18.71,19.925,7.095,155.135,166.3,29.5,2.9,,,,
Fla,,Carter Verhaeghe,1.0,2.0,"C,LW",C,21.7,-21.3,166.2,49.0,37.0,-12.0,14.0,25.535,22.26,2.96,165.915,60.5,23.2,4.0,,,,
Ott,27.0,Matt Murray,,,G,G,49.4,-20.0,166.5,29.0,38.0,9.0,14.0,,,,,,,,27.7,0.904,1763.75,3.245
Cgy,32.0,Mikael Backlund,3.0,2.0,"C,RW",C,23.8,-19.2,166.8,47.0,38.0,-9.0,14.0,17.445,31.56,7.195,198.685,54.2,25.8,2.9,,,,
Edm,,Jesse Puljujarvi,1.0,2.0,RW,RW,34.3,-5.8,166.9,13.0,36.0,23.0,14.0,25.1,23.4,9.7,233.0,203.9,40.4,1.0,,,,
Sea,28.0,Adam Larsson,1.0,,D,D,21.9,-10.1,166.9,55.0,61.0,6.0,14.0,3.8,11.1,0.0,91.8,209.3,144.1,0.7,,,,
NYI,24.0,Anthony Beauvillier,2.0,1.0,LW,LW,25.6,-15.8,166.9,38.0,41.0,3.0,14.0,23.635,22.465,6.91,173.58,85.6,33.0,4.2,,,,
NYR,27.0,Jacob Trouba,2.0,2.0,D,D,30.5,-1.6,167.2,27.0,62.0,35.0,14.0,6.515,22.61,5.19,161.68,186.7,147.2,1.2,,,,
Chi,,Kirby Dach,3.0,2.0,C,C,21.4,-21.6,167.3,50.0,39.0,-11.0,14.0,14.8,32.9,5.7,159.8,46.5,40.7,2.9,,,,
NYI,,Oliver Wahlstrom,3.0,2.0,RW,RW,27.2,-12.8,167.3,39.0,37.0,-2.0,14.0,20.0,17.3,15.8,173.2,110.0,29.5,2.8,,,,
Van,,Vasily Podkolzin,2.0,2.0,RW,RW,14.8,-25.3,167.4,55.0,38.0,-17.0,14.0,12.9,19.2,6.1,103.5,73.9,31.5,1.4,,,,
Col,31.0,Pavel Francouz,,,G,G,27.2,-42.3,167.4,37.0,39.0,2.0,14.0,,,,,,,,12.485,0.91,526.595,1.21
Sea,25.0,Jared McCann,1.0,1.0,"C,LW",C,27.5,-15.5,167.4,40.5,40.0,-0.5,14.0,19.99,26.58,9.35,184.53,88.3,39.2,4.1,,,,
TB,,Brian Elliott,,,G,G,5.9,-63.6,167.7,49.0,40.0,-9.0,14.0,,,,,,,,8.27,0.905,401.775,0.805
Car,21.0,Jesperi Kotkaniemi,3.0,2.0,"C,LW",C,19.7,-23.3,167.8,51.0,41.0,-10.0,14.0,15.595,18.375,4.81,137.095,112.3,41.3,2.0,,,,
StL,28.0,Colton Parayko,2.0,2.0,D,D,26.5,-5.6,167.9,40.0,63.0,23.0,14.0,9.32,21.41,3.28,184.28,104.0,138.8,1.1,,,,
Cls,24.0,Jack Roslovic,2.0,1.0,"C,RW",RW,22.5,-17.6,167.9,50.0,39.0,-11.0,14.0,18.6,29.4,9.1,146.7,64.9,34.0,2.3,,,,
Mon,31.0,Mike Hoffman,,,"LW,RW",LW,31.1,-10.3,168.0,24.0,42.0,18.0,15.0,27.97,28.4,17.67,201.185,40.7,23.1,4.1,,,,
Fla,27.0,Brandon Montour,2.0,,D,D,19.3,-12.7,168.0,63.0,64.0,1.0,15.0,9.965,20.85,2.08,151.535,81.9,89.9,0.9,,,,
Edm,38.0,Duncan Keith,2.0,,D,D,19.2,-12.9,168.1,65.5,65.0,-0.5,15.0,4.79,24.295,6.585,129.275,39.6,115.2,0.9,,,,
NYR,,Kaapo Kakko,2.0,2.0,RW,RW,18.8,-21.3,168.3,54.0,40.0,-14.0,15.0,16.5,18.0,11.0,151.3,32.1,24.1,2.8,,,,
Anh,,Max Comtois,,,"LW,RW",LW,26.6,-14.8,168.3,34.5,43.5,9.0,15.0,21.5,24.5,7.5,133.1,149.1,44.4,3.0,,,,
Buf,26.0,Victor Olofsson,1.0,1.0,"LW,RW",LW,25.9,-15.5,168.3,37.0,43.5,6.5,15.0,22.9,28.855,17.45,171.74,22.7,19.6,2.8,,,,
StL,28.0,Brandon Saad,2.0,,"LW,RW",LW,19.6,-21.8,168.4,55.0,45.0,-10.0,15.0,22.7,17.5,3.1,166.6,40.9,24.0,4.5,,,,
TB,32.0,Alex Killorn,2.0,1.0,"LW,RW",RW,25.5,-14.6,168.4,44.0,41.0,-3.0,15.0,24.73,27.245,9.755,161.57,82.0,21.4,3.1,,,,
SJ,25.0,Adin Hill,,,G,G,54.3,-15.1,168.6,26.5,41.5,15.0,15.0,,,,,,,,26.29,0.907,1614.385,3.715
Mon,31.0,Jake Allen,,,G,G,23.6,-45.8,168.6,40.0,41.5,1.5,15.0,,,,,,,,10.895,0.909,571.33,1.21
Wpg,23.0,Pierre-Luc Dubois,2.0,2.0,C,C,29.0,-14.0,168.6,37.0,42.0,5.0,15.0,21.755,33.22,9.52,158.43,98.4,48.7,3.7,,,,
Fla,,Patric Hornqvist,4.0,1.0,RW,RW,37.3,-2.8,168.7,10.5,42.0,31.5,15.0,26.69,28.135,13.865,268.22,131.8,43.5,2.5,,,,
StL,29.0,Justin Faulk,1.0,2.0,D,D,24.5,-7.6,168.8,44.0,66.0,22.0,15.0,7.955,18.14,3.8,167.82,137.7,108.0,1.5,,,,
Pit,30.0,Casey DeSmith,,,G,G,24.4,-45.0,168.9,39.0,43.0,4.0,15.0,,,,,,,,11.49,0.909,567.845,1.605
Phi,,Joel Farabee,2.0,2.0,"LW,RW",LW,22.0,-19.4,169.1,46.5,46.0,-0.5,15.0,22.585,24.155,6.105,160.545,67.5,32.0,2.3,,,,
Det,23.0,Filip Hronek,1.0,1.0,D,D,24.5,-7.6,169.2,44.0,67.5,23.5,15.0,7.92,31.56,10.68,144.47,110.2,77.2,0.5,,,,
TB,32.0,Ryan McDonagh,2.0,,D,D,18.9,-13.1,169.2,67.0,67.5,0.5,15.0,5.8,20.5,1.1,108.6,83.8,137.7,0.7,,,,
Det,,Moritz Seider,2.0,2.0,D,D,19.2,-12.9,169.4,65.5,69.0,3.5,15.0,5.5,20.6,5.0,110.0,126.6,91.5,0.5,,,,
Ari,23.0,Clayton Keller,1.0,1.0,"LW,RW",RW,26.0,-14.1,169.4,41.0,44.0,3.0,15.0,21.08,33.11,12.85,188.08,28.6,21.0,3.5,,,,
Nsh,22.0,Eeli Tolvanen,2.0,1.0,"LW,RW",RW,32.4,-7.7,169.4,22.0,44.0,22.0,15.0,20.8,22.3,22.1,123.6,138.3,31.7,5.3,,,,
SJ,24.0,Timo Meier,1.0,1.0,"LW,RW",RW,32.9,-7.2,169.4,21.0,44.0,23.0,15.0,24.005,31.145,10.265,230.245,129.1,39.5,2.3,,,,
Min,34.0,Mats Zuccarello,1.0,1.0,RW,RW,19.5,-20.6,169.6,52.0,46.0,-6.0,15.0,17.005,33.815,8.975,122.08,23.8,36.9,2.0,,,,
NYI,29.0,Brock Nelson,2.0,2.0,C,C,29.7,-13.3,169.9,33.0,43.0,10.0,15.0,29.11,28.32,8.84,184.79,54.1,45.4,4.9,,,,
Min,36.0,Alex Goligoski,1.0,2.0,D,D,24.5,-7.6,169.9,44.0,70.0,26.0,15.0,4.55,30.665,8.5,102.2,95.2,143.9,0.5,,,,
LA,,Calvin Petersen,,,G,G,57.9,-11.5,170.2,20.0,44.0,24.0,15.0,,,,,,,,30.17,0.904,2038.95,4.3
Phi,24.0,Travis Konecny,1.0,1.0,RW,RW,30.5,-9.6,170.2,27.0,47.0,20.0,15.0,22.78,36.42,13.525,172.545,83.5,36.8,3.4,,,,
Det,,Jakub Vrana,,,LW,LW,32.8,-8.6,170.3,17.0,47.0,30.0,15.0,31.8,32.6,11.4,207.2,51.0,24.1,6.0,,,,
Sea,27.0,Chris Driedger,,,G,G,39.8,-29.6,170.3,31.0,45.0,14.0,15.0,,,,,,,,11.285,0.914,595.3,2.04
Car,29.0,Nino Niederreiter,2.0,2.0,"LW,RW",LW,24.7,-16.7,170.5,42.0,48.0,6.0,15.0,21.8,22.5,9.8,169.9,86.0,23.3,3.3,,,,
LA,28.0,Phillip Danault,2.0,,C,C,17.4,-25.6,170.7,52.0,44.0,-8.0,15.0,10.6,31.9,2.0,117.6,104.1,42.1,0.9,,,,
Col,,Bowen Byram,2.0,2.0,D,D,14.2,-17.9,170.7,75.0,71.0,-4.0,15.0,5.6,17.2,3.1,90.8,128.8,62.6,0.0,,,,
VGK,27.0,Chandler Stephenson,1.0,,"C,LW",LW,22.0,-19.4,170.7,46.5,49.0,2.5,15.0,17.335,26.815,5.35,121.26,65.9,47.8,5.0,,,,
NJ,23.0,Yegor Sharangovich,1.0,,"LW,RW",RW,19.7,-20.4,170.9,51.0,48.0,-3.0,15.0,24.255,21.395,2.515,162.96,32.2,29.7,3.7,,,,
Ari,28.0,Shayne Gostisbehere,2.0,2.0,D,D,22.0,-10.0,171.0,54.0,72.5,18.5,15.0,12.0,19.6,9.52,154.365,43.4,90.6,1.8,,,,
NYI,,Noah Dobson,2.0,1.0,D,D,20.3,-11.7,171.0,59.0,72.5,13.5,15.0,6.2,22.2,9.1,134.3,69.9,96.7,0.5,,,,
SJ,32.0,Logan Couture,1.0,2.0,C,C,29.4,-13.6,171.3,36.0,45.0,9.0,15.0,26.0,29.25,10.925,178.84,65.1,54.3,3.2,,,,
Cgy,29.0,Blake Coleman,1.0,,"LW,RW",RW,29.4,-10.7,171.5,30.0,49.0,19.0,15.0,21.78,19.045,2.94,208.43,185.5,39.6,3.6,,,,
VGK,,Evgenii Dadonov,3.0,2.0,"LW,RW",LW,21.6,-19.8,172.0,49.0,50.0,1.0,15.0,24.3,21.005,8.3,155.575,37.2,29.9,3.2,,,,
Cls,27.0,Elvis Merzlikins,,,G,G,64.5,-4.9,172.1,18.0,46.0,28.0,15.0,,,,,,,,23.54,0.911,1643.46,4.24
Cls,,Adam Boqvist,1.0,2.0,D,D,18.2,-13.9,172.4,71.0,74.0,3.0,15.0,6.1,24.4,7.7,100.3,75.4,84.6,1.0,,,,
TB,24.0,Erik Cernak,2.0,,D,D,21.5,-10.6,172.5,56.0,75.0,19.0,15.0,6.7,15.1,0.7,139.7,182.4,94.4,1.0,,,,
Fla,27.0,Frank Vatrano,4.0,2.0,"LW,RW",LW,27.1,-14.3,172.6,32.0,51.0,19.0,15.0,23.0,16.66,3.765,217.925,112.0,46.2,3.8,,,,
Anh,28.0,John Gibson,,,G,G,55.0,-14.4,172.6,25.0,47.0,22.0,15.0,,,,,,,,23.265,0.907,1797.225,3.525
Dal,27.0,Esa Lindell,1.0,,D,D,24.1,-7.9,172.7,47.0,76.0,29.0,15.0,6.08,20.605,3.79,130.785,123.5,145.2,0.9,,,,
Cgy,26.0,Nikita Zadorov,2.0,,D,D,18.0,-14.1,172.8,72.0,77.0,5.0,15.0,4.4,10.0,0.0,85.1,226.9,87.2,0.5,,,,
Cls,26.0,Oliver Bjorkstrand,2.0,1.0,"LW,RW",RW,31.1,-9.0,172.9,24.0,50.0,26.0,15.0,29.675,29.26,8.37,220.865,63.4,36.6,4.4,,,,
Edm,,Evan Bouchard,3.0,2.0,D,D,19.9,-12.2,173.2,60.0,78.0,18.0,15.0,9.115,17.59,4.015,182.975,75.7,84.7,0.5,,,,
Fla,26.0,Anthony Duclair,3.0,,"LW,RW",RW,25.8,-14.3,173.5,42.0,51.0,9.0,15.0,25.56,29.375,5.93,203.665,55.5,31.5,2.8,,,,
NYI,32.0,Josh Bailey,2.0,2.0,"LW,RW",LW,21.3,-20.2,173.6,50.5,52.0,1.5,15.0,15.455,38.76,10.825,115.385,22.7,37.4,2.9,,,,
Bos,28.0,Mike Reilly,3.0,,D,D,18.8,-13.3,173.9,68.0,79.0,11.0,15.0,1.415,31.13,6.82,146.72,82.9,67.4,0.5,,,,
Van,25.0,Conor Garland,2.0,1.0,"LW,RW",LW,26.7,-14.7,173.9,33.0,53.0,20.0,15.0,23.655,30.455,9.75,197.41,40.2,29.0,3.7,,,,
Wpg,,Josh Morrissey,1.0,1.0,D,D,25.1,-7.0,174.2,42.0,80.0,38.0,15.0,6.715,29.04,10.845,146.05,80.3,108.2,1.0,,,,
Car,33.0,Jordan Staal,3.0,2.0,C,C,27.0,-16.0,174.2,43.0,46.0,3.0,15.0,17.18,25.395,8.58,161.005,164.8,32.1,2.6,,,,
Ott,23.0,Drake Batherson,1.0,1.0,RW,RW,18.9,-21.2,174.6,53.0,52.0,-1.0,15.0,23.13,27.74,14.53,136.25,,,,,,,
Pit,36.0,Jeff Carter,1.0,1.0,"C,RW",RW,27.6,-12.5,174.8,36.0,53.0,17.0,15.0,27.105,19.64,7.375,228.76,70.2,33.7,3.3,,,,
Min,24.0,Joel Eriksson Ek,1.0,2.0,C,C,24.4,-18.6,175.0,46.0,47.0,1.0,15.0,18.95,21.805,2.33,155.96,135.0,51.9,3.5,,,,
SJ,25.0,Kevin Labanc,3.0,1.0,"LW,RW",LW,24.4,-17.1,175.7,43.0,54.0,11.0,15.0,18.42,26.1,8.49,186.655,76.2,24.0,3.4,,,,
LA,28.0,Viktor Arvidsson,1.0,2.0,"LW,RW",RW,25.3,-14.7,175.8,46.0,54.0,8.0,15.0,24.2,21.6,7.0,216.6,29.5,40.7,3.9,,,,
Anh,,Trevor Zegras,1.0,1.0,"C,LW",LW,19.8,-21.6,175.8,54.0,55.0,1.0,15.0,17.4,35.3,4.3,180.5,32.9,18.3,1.9,,,,
Ott,,Tim Stuetzle,,,LW,LW,17.4,-24.0,176.0,57.0,56.0,-1.0,15.0,19.59,27.98,10.38,161.35,,,,,,,
NYI,28.0,Jean-Gabriel Pageau,3.0,1.0,C,C,27.5,-15.5,176.4,40.5,48.0,7.5,15.0,23.09,20.175,7.805,141.885,132.2,65.1,3.1,,,,
VGK,28.0,William Karlsson,2.0,1.0,C,C,29.9,-13.1,176.5,32.0,49.0,17.0,15.0,22.835,39.01,10.34,188.4,46.7,44.5,4.3,,,,
Van,,Jaroslav Halak,,,G,G,15.7,-53.7,176.8,47.0,48.0,1.0,15.0,,,,,,,,8.985,0.907,559.895,1.135
VGK,28.0,Laurent Brossoit,,,G,G,19.8,-49.7,177.2,43.0,49.0,6.0,15.0,,,,,,,,9.795,0.909,432.84,1.015
Phi,32.0,Cam Atkinson,3.0,2.0,RW,RW,29.9,-10.2,177.9,29.0,55.0,26.0,15.0,26.33,29.565,13.195,226.435,27.9,30.2,3.8,,,,
Dal,24.0,Denis Gurianov,3.0,2.0,"LW,RW",LW,25.3,-16.1,179.0,40.5,57.0,16.5,15.0,22.925,19.79,9.8,179.285,89.1,21.7,3.7,,,,
Det,25.0,Dylan Larkin,1.0,1.0,C,C,31.0,-12.0,179.6,31.0,50.0,19.0,15.0,22.06,36.19,11.235,231.33,67.2,38.5,2.7,,,,
Ott,,Josh Norris,1.0,1.0,C,C,32.6,-10.4,180.1,28.5,51.0,22.5,16.0,25.455,28.305,17.875,147.855,107.1,51.6,3.4,,,,
Sea,29.0,Jaden Schwartz,1.0,1.0,LW,LW,26.6,-14.8,182.9,34.5,58.0,23.5,16.0,21.65,31.43,10.825,171.955,65.1,35.2,3.0,,,,
Cgy,26.0,Sean Monahan,2.0,1.0,C,C,28.6,-14.4,183.8,38.0,52.0,14.0,16.0,22.545,31.97,12.86,174.87,60.1,24.0,5.0,,,,
